"AI for CIOs: Balancing Innovation, Risk and Stability [THR3840] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754958649037001SJBF
"AI in Action: Accelerating Talent and Business Outcomes [PAN2946] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748646626506001enfv
"AI Kickstart: A Hands-On Guide to Enabling AI Features in Fusion Apps (Offer 1) [HOL3462] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751315784501001HD10
"AI Kickstart: A Hands-On Guide to Enabling AI Features in Fusion Apps (Offer 2) [HOL3424] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751304306945001Hhc8
"AI on Call: Revolutionizing Nurse Scheduling for Precision Medicine [THR2161] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747996169740001AKS7
"AI's Game-Changing Role in Talent Management [THR2949] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748646857824001U0eF
"AI Use Cases for Fusion Data Intelligence [BOF3447] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751311972973001HBsQ
"Amplifying Human Potential: Success Stories of HCM Innovation and Excellence [PAN3128] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750097130067001BXRZ
"An Inside Look into the Future of Performance and Development [LRN2947] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748646688682001UhCz
"An Introduction to Extending Oracle Redwood Fusion Cloud Apps [LRN2967] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748791025191001e2bp
"A Path to Success with AI: Lessons from HR Leaders [PAN1071] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1745010162017001TJCC
"Baylor University's Strategy for Adopting Redwood innovations for Cloud HCM [THR3379] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750979894286001SO7M
"Best Practices for a Smarter, Smoother Cloud HCM Implementation [PAN1069] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1745009886375001MCXb
"Best Practices for Driving Continuous Innovation with Cloud HCM [PAN1070] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1745010031742001jHlj
"Beyond Employees: Design a Truly Holistic Workforce Strategy That Unlocks Value [LRN2941] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645907813001XdAL
"Beyond the Audit: How Oracle Implements Continuous Compliance for Fusion Apps [LRN3140] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750113735153001i8gS
"Beyond the Buzz: Harnessing the Power of Gen AI in HR [PAN3896] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1755281938275001DOYF
"Building a Modern Data Platform: Honeywell’s Journey with Fivetran and Oracle [THR3863] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1755114461306001kDDW
"Building Stronger, Smarter Communities—One Cloud Transformation at a Time [PAN2867] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748625518540001PGPM
"Change Management: AI’s Secret Weapon [THR2903] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748638254032001PeA6
"Charting the Future of Workforce Planning: An Interactive Roundtable [BOF3492] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751320160174001nAym
"Connected Employee Engagement with Events and Communicate [THR2931] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645142221001Fg4L
"Connecting the Workforce: Oracle Communicate for Events, Mobility, and More [LRN2929] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748644932307001u6DN
"Ctrl+Alt+Benefits: Benefit Plan Reboot with AI & Analytics for Smarter Spend [THR3796] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754662680794001wG6W
"Develop Tomorrow’s Workforce Today: Employee Experience for Retention and Impact [LRN2937] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645561827001dqnB
"Discover How Oracle AI is Reshaping the Talent Lifecycle Experience [THR2888] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748636600626001oLQc
"Discover Oracle Facial Biometrics for User Verification and Identification [THR1574] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747680605525001WIJe
"Driving HR Process Transformation at Penske [THR3074] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1749593465747001E1Hx
"Driving Oracle Delivery: Faster Timelines and Lower Costs with AI [LRN3839] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754958156759001B6NV
"Efficiency Unlocked: How AI Is Redefining HR and Operations [LRN2938] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645663933001PeBH
"Elevate Client Data Value with Cutting-Edge Smart Data Products			 [LRN2691] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748035944614001oV3P
"Employee Experience Exchange: A Discussion on Communication and Engagement [BOF2935] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645359778001HlFI
"Enabling Generative AI and AI Agents in Oracle Fusion with VB Studio [HOL2964] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748790276308001mOAS
"Enhancing Employee Experience with AI-Powered Goal Setting [THR2088] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747963013195001ASrx
"Evolution from Disaster Recovery to Service Continuity with Fusion Apps [THR3515] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751322543240001Hp8u
"FDI Bridging HR and Finance for Smarter, Agile Workforce Planning [THR1944] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747937747123001VALB
"Find Out How Texas Children’s Transformed HR Operations by Upgrading to Redwood [THR2742] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748041048287001T80U
"Five Smart Cloud Security Moves Syneos Health Got Right [THR2287] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748013299075001u3gc
"From Disconnected Systems to Unified Oracle Data via Data Pipelines, AI, and SQL [LRN3829] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754946950099001R01k
"From Many ERPs to One Truth: Manufacturing Data Modernization with Oracle Cloud [THR3983] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1756445367260001GYn3
"From Oracle Legacy to AI-Ready: A Blueprint for No-Risk Database Modernization [LRN3811] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754921447302001Xi7X
"Fusion Applications Suite: Built for Your Business in the Age of AI [SHO3421] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751303809959001d2Kd
"Fusion Security in Action: Converging Controls, Insights, and Automation [LRN3222] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750715745112001pv8Y
"HBL's HR Modernization Journey with Oracle Fusion Cloud HCM [THR3613] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751599094307001ZQCc
"HCM Analytics: Accelerating Value with AI-Driven People Intelligence [PAN3256] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750805745428001PWcy
"HCM Analytics in Action: A Hands-On Lab for AI-Driven People Intelligence [HOL3457] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751315305627001dxiE
"HCM Roadmap and Strategy: AI Agents and Innovations for the New Era of HR [SOL3086] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1749831169701001mpgk
"How Oracle AI Agents Are Changing the Game for Fusion and Hosted On-Prem Apps [THR3819] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754938132527001kvZY
"How Oracle HR Evaluates and Adopts New Oracle AI Features [THR3106] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750083335686001Hydm
"How Oracle HR Incorporates AI to Drive Employee Success [THR3107] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750083446364001GyxO
"How Oracle HR Leverages AI to Upskill our Employees [THR3618] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751602608641001rXU7
"How Oracle HR Uses Oracle Analytics to Drive Better Decisions and Faster Actions [THR3108] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750083543103001tZ0I
"How Oracle’s HR and IT Teams Collaborate and Continuously Innovate with AI [THR3109] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750083630756001ezRu
"How to Get Started with AI in Oracle Fusion Applications [PAN3152] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750202506071001BPo4
"How to Put AI to Work Across the Business (Offering 1) [BOF3419] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751303072571001mjVZ
"How to Put AI to Work Across the Business (Offering 2) [BOF3420] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751303396101001Y0mJ
"In-N-Out Burger's Multi-pillar Transformation Journey: Why Leadership Matters [LRN3851] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1755030497434001Cw8e
"Innovative Payroll Solutions: Empowering Teams with Detailed Insights [THR1743] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747842837309001iJCM
"Is AI the New UI? Oracle's Approach in Redwood [LRN3139] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750112959762001JQI4
"Learn Oracle's Secrets to Success from our HR and AI Experts [THR3105] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750083241572001tHWe
"License to Innovate: Maximizing Business Value with Oracle’s Agentic AI  [PAN3799] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754677281299001kAvp
"Marriott's HR Transformation: Boosting Agility, Efficiency, and Decision Making [THR1632] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747761701324001Jl6C
"Mastering AI in Oracle HCM: Crafting AI Agents & Enabling Embedded Efficiencies [PRE1108] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1745335006263001QjP4
"Mastering Oracle AI Agent Studio for Fusion Applications [SHO3671] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1752707285961001fp7Z
"Maximize Innovation, Minimize Downtime with Fusion Apps Quarterly Maintenance [LRN3154] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750203316599001ck1c
"Meet the Career Coach: Agentic Experiences for Candidates [THR2930] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645037333001cQnP
"Meet Your HCM AI Agents: An Introduction to Delivered Capabilities [LRN3456] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751315042157001ZmxM
"Mixed-Mode Manufacturing: Insights from Leading Consumer Goods Companies [PAN2915] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748642211308001uLWS
"Modernizing Enterprise Ops with Oracle Cloud & AI: A Global Customer Panel [PAN3821] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754939852943001kaGI
"Modernizing Oracle Fusion Administration for the Future [LRN3155] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750255638207001j4ml
"Navigating to Success: Why Oracle Cloud Success Navigator Is a Game Changer [THR2718] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748038452251001BmCS
"Nemours Children's Health: Building a Healthier Cloud for Continuous Improvement [THR2380] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748019153214001ujyg
"Oh No, My PeopleSoft, JD Edwards, or EBS HCM Admin Is Retiring! Now What? [PAN3163] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750261561455001Dq7R
"One Size Does Not Fit All: Oracle Cloud Built to Adapt [THR3808] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754894291852001lBBG
"Optimizing HCM Cloud: Success at ACCO Engineered Systems  [THR2683] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748035363427001TYlD
"Oracle Fusion Data Intelligence and AI: Roadmap, Strategy, and Vision [LRN1037] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1744826644658001Qqsl
"Oracle Modern Best Practice: Your Guide to Faster Value with Fusion Applications [LRN3153] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750203034073001L0JZ
"Oracle Uses AI Embedded in Oracle Fusion Cloud HCM to Attract, Retain Top Talent [THR3287] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750870477623001ofVl
"Personalizing HCM Redwood Applications using Visual Builder Studio—Advanced  [HOL3475] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751317250684001FmuJ
"Personalizing HCM Redwood Applications Using Visual Builder Studio [HOL3443] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751308642316001vRXv
"Personalizing SCM Redwood Applications Using Visual Builder Studio [HOL2963] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748790041440001FiNM
"Pros, Cons, and Tips to Drive Innovation on Oracle Database@Azure [LRN3831] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754947591817001pJrS
"Ready to Move Beyond PeopleSoft? Learn How Your Peers Are Succeeding with Oracle [LRN3141] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750177683084001OYmf
"Reduce Complexity by Leveraging AI with Your EBS System [THR2104] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747966277466001JWQr
"Reimagining Global Workforce Management and Payroll [LRN2940] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645788177001esOE
"Revolutionizing Field Services: BHE's Success with Oracle’s Connected Solutions [THR2707] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748037577238001kGId
"Revolutionizing HR at GMF: A Global Transformation with Oracle Cloud HCM [THR1479] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747343787494001uanS
"Rewriting the Rules: How AI Agents Are Poised to Reshape Our Work Completely [LRN3228] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750719736230001ILfN
"Rosendin's Success: Transforming E&C Operations with Oracle Fusion ERP & HCM [LRN2090] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747963373948001uDnV
"Scale Smarter: Fast-Start AI-Powered HR for Mid-Sized Enterprises [PAN3458] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751315330002001jh1e
"Securitas’ Cloud Journey: Redefining Employee Experience with Oracle Cloud HCM [THR3705] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1753378164835001zyrS
"Service Automation in Action: Any Product, Anytime, Anywhere [THR2836] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748458667148001gMF0
"SharkNinja Accelerates Business Transformation with Oracle Cloud Advisory [THR2852] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748471018483001Zibl
"Simplifying Real-Time Communication Ecosystems: Connecting Voice with IT and AI [LRN1058] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1744929497429001kKC3
"Smart Hiring, Seamless Experiences: Leading the AI Recruiting Revolution [LRN2925] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748644406036001HwgX
"Strategy to Success: Governments Transform HR with Oracle Fusion Cloud HCM [PAN2880] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748633545958001bJmN
"Taking Employee Experience to the Next Level: Choctaw Nation Leads the Way [THR2823] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748453623761001CpIE
"Talent EDGE at Rice University: Transforming Performance and Learning with Cloud [THR2296] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748014078312001buuS
"Talent Talk: Collaborative Recruiting Discussion for Insights and Best Practices [BOF2933] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748645225779001Eioh
"Texas Woman's University: Accelerating Continuous Innovation Through Cloud [THR2299] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748014278524001V3v9
"The Analytics Advantage: How Employers Are Rewriting the Benefits Playbook [LRN3827] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754945707980001EONc
"The End of Business as Usual: Reinventing Models for a Disrupted World [THR3651] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1752182703408001Bx4t
"The Latest in Fusion Implementation Best Practices and Innovation Management [PAN3557] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751386387157001IN8b
"The Move to Cloud: Best Practices for A&D Manufacturers  [LRN1137] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1745355890660001Ef7E
"Transforming Oracle Cloud HCM with Oracle AI: From Traditional to Agentic AI [LRN3955] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1756142406706001cyA8
"Transforming People Intelligence with AI and Fusion Data Intelligence HCM [LRN2876] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748632246983001FNIc
"Turbocharge Your Cloud HCM Journey: Unlocking Efficiency with Oracle and PwC [PAN3709] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1753392078022001cXvW
"Turning the Tide: How Denver Public Schools Transformed Their HCM Cloud Journey [THR1927] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747934407167001TTGH
"Unlock AI’s Full Potential: Why Master Data Management Is Your Hidden Advantage [LRN3961] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1756230913095001cx8L
"Unlock Business Value with HCM AI Acceleration [THR3833] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1754948052428001Y3FR
"Unlocking the Magic of AI: Next-Gen Workforce Management with Oracle [PAN2942] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748646153393001bMys
"Using Process Intelligence and AI to Lead Modernization [LRN3975] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1756408661430001Wq2O
"VMware Cloud Foundation on Oracle: What’s Next for OCVS in Broadcom Era [LRN2022] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1747946825803001i1QK
"Why Learning Oracle AI Agent Studio Is a Smart Investment [THR3482] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1751318566940001vlPl
"Why Move from On-Premises to Fusion Cloud Applications [PAN3227] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1750719288943001GIGl
"Winning at Wayne County: Moving from PeopleSoft and JD Edwards to Oracle Cloud [THR2208] banner",https://reg.rf.oracle.com/flow/oracle/ocw25/catalog/page/catalog/session/1748006256822001u3hV
